acctno,total_mailed,ytd_transactions_2009,ytd_sales_2009,zhomeent,zmobav,zcredit,zhitech,ZHOMEENT01,ZMOBAV01,ZCREDIT01,ZHITECH01
WADQWDGGH,16,1,237,Y,U,Y,Y,1.0,0.0,1.0,1.0
WADQHHYSQ,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WADWAYQYY,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WADALGHSW,16,3,1683,,,,,,,,
WADSWWLSG,15,0,0,U,U,U,U,0.0,0.0,0.0,0.0
WADSWDAQY,15,5,1524,U,U,Y,Y,0.0,0.0,1.0,1.0
WADSPPWPD,7,1,288,U,U,Y,Y,0.0,0.0,1.0,1.0
WADSPGYYY,8,3,1671,Y,U,Y,Y,1.0,0.0,1.0,1.0
WADPWHSWH,8,1,996,U,U,Y,Y,0.0,0.0,1.0,1.0
WADPAYSGS,12,1,1380,U,U,Y,Y,0.0,0.0,1.0,1.0
WADLQWQDP,16,2,861,U,U,Y,Y,0.0,0.0,1.0,1.0
WADLGQPLP,9,3,795,Y,U,Y,Y,1.0,0.0,1.0,1.0
WADGLSHPH,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WADGHLDQG,16,4,1032,U,U,Y,Y,0.0,0.0,1.0,1.0
WADGHGPWH,13,9,2424,U,U,Y,Y,0.0,0.0,1.0,1.0
WADHSYLHW,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WADHLDPQS,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WADHYPSDS,9,2,687,U,U,Y,Y,0.0,0.0,1.0,1.0
WADHDYYYQ,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WADYLLQWW,15,2,3087,U,U,Y,Y,0.0,0.0,1.0,1.0
WADDQLASY,11,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
WADDPYWYY,13,1,1146,,,,,,,,
WSQWHDWWA,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQWYPPLQ,8,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
WSQAQSQYG,8,1,324,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQASGPQD,7,1,84,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQAGSSDL,8,1,156,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQAYSSLW,10,1,600,U,U,Y,U,0.0,0.0,1.0,0.0
WSQAYLYGD,14,1,414,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQADGLDS,16,4,648,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQSQDADH,8,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
WSQSHSSSL,14,1,246,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQSHPHWS,11,4,1344,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQSYDQSP,16,1,270,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQSDQGYL,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQSDLGYP,16,2,210,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQPGASDS,16,1,357,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSQPDSGPG,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQPDYYAH,13,1,450,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQLQYLDW,14,1,300,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQLWAWLL,7,1,132,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQGQAYLH,16,1,63,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQGSPHSG,10,1,75,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQGYDDAQ,16,1,108,Y,Y,Y,Y,1.0,1.0,1.0,1.0
WSQGYDDHD,14,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSQHPYAWS,9,1,510,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQHPDSYL,13,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
WSQHLWGPH,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQYHSLGL,16,2,360,U,U,Y,Y,0.0,0.0,1.0,1.0
WSQDDWPSS,16,3,801,Y,Y,Y,Y,1.0,1.0,1.0,1.0
WSWQSSSSP,9,3,486,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWQPDPDG,16,1,210,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSWQLWQGA,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWWQLPYY,16,1,561,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWWWYQAY,10,1,750,Y,Y,Y,Y,1.0,1.0,1.0,1.0
WSWWLAPAS,16,1,114,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWWYGGGQ,15,1,600,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWAQQWLG,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWAQWQAA,11,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSWAGSYWG,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWSQAHLP,13,3,3912,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSWSQDYSS,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWSHHALW,16,4,633,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWSYDAGP,16,2,495,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWSYDGHY,16,2,678,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWPQGQLQ,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWPWAWPQ,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWPWGSYQ,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWPSPDLS,14,2,432,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSWPPAPQA,16,1,285,,,,,,,,
WSWGWDYAH,15,3,267,Y,U,Y,U,1.0,0.0,1.0,0.0
WSWGSASGG,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWHDSSWH,9,1,102,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWYQLHDY,10,2,225,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWYWPSDP,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWYSHWWP,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWYLASGQ,10,2,450,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWYYSGGA,7,4,2016,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWDQQQDP,7,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
WSWDSSHLG,9,1,390,U,U,Y,Y,0.0,0.0,1.0,1.0
WSWDGSSDD,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSAQPYQSP,9,6,1197,U,U,Y,Y,0.0,0.0,1.0,1.0
WSAWQHSYP,10,1,315,U,U,Y,Y,0.0,0.0,1.0,1.0
WSAWAGAHH,10,2,1362,U,U,Y,Y,0.0,0.0,1.0,1.0
WSAWGHGHH,16,2,2055,U,U,Y,Y,0.0,0.0,1.0,1.0
WSAWYSLHL,16,7,534,U,U,Y,Y,0.0,0.0,1.0,1.0
WSAWYLPYD,16,4,1029,U,U,Y,Y,0.0,0.0,1.0,1.0
WSAAGHSSH,16,4,1422,U,U,Y,Y,0.0,0.0,1.0,1.0
WSASHHLSA,8,2,228,U,U,Y,Y,0.0,0.0,1.0,1.0
WSASHHHPY,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSAPQWPQH,10,1,117,U,U,Y,Y,0.0,0.0,1.0,1.0
WSAPWPYYD,11,4,399,U,U,Y,Y,0.0,0.0,1.0,1.0
WSAPLSWPS,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSALWGDDY,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSALADDHL,13,8,2787,U,U,Y,Y,0.0,0.0,1.0,1.0
WSAGSPDPQ,16,4,1263,U,U,Y,Y,0.0,0.0,1.0,1.0
WSAGPQHSW,16,12,2505,U,U,Y,Y,0.0,0.0,1.0,1.0
WSAGDDYHH,7,1,45,U,U,Y,U,0.0,0.0,1.0,0.0
WSAHPYYHA,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSAHGQLYY,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSAHYPLPH,16,2,444,U,U,Y,Y,0.0,0.0,1.0,1.0
WSADPSHHQ,15,2,444,U,U,Y,Y,0.0,0.0,1.0,1.0
WSSQAYQSL,8,2,297,U,U,Y,Y,0.0,0.0,1.0,1.0
WSSQGQDSD,14,5,531,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSSQGGWGH,15,1,174,U,U,Y,Y,0.0,0.0,1.0,1.0
WSSQDAHAG,8,1,120,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSSWQLSGW,16,3,375,U,U,Y,Y,0.0,0.0,1.0,1.0
WSSWWHQSG,16,0,0,U,U,U,U,0.0,0.0,0.0,0.0
WSSPHYDPW,8,1,408,U,U,Y,Y,0.0,0.0,1.0,1.0
WSSLGYSLA,7,1,213,U,U,Y,U,0.0,0.0,1.0,0.0
WSSGDWWLP,10,1,198,U,U,Y,Y,0.0,0.0,1.0,1.0
WSSHSLQAH,9,1,225,U,U,Y,Y,0.0,0.0,1.0,1.0
WSSHYQDYW,16,4,468,Y,Y,Y,Y,1.0,1.0,1.0,1.0
WSSHYAWAY,12,2,477,U,U,Y,Y,0.0,0.0,1.0,1.0
WSSHDYHDS,11,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSSYQWADQ,12,5,1491,U,U,Y,Y,0.0,0.0,1.0,1.0
WSSYPSLHS,10,7,1221,U,U,Y,Y,0.0,0.0,1.0,1.0
WSPQHSDHA,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSPQHPGDD,12,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
WSPQHGLHD,14,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSPQHGGWW,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSPQHHGWD,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSPQHYQPH,10,0,0,,,,,,,,
WSPQYWWHS,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSPQYGHAH,14,3,969,U,U,Y,Y,0.0,0.0,1.0,1.0
WSPWYGWDG,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSPASSPSG,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSPAPLDQW,16,5,654,U,U,Y,Y,0.0,0.0,1.0,1.0
WSPADPSHQ,15,3,441,U,U,Y,Y,0.0,0.0,1.0,1.0
WSPSWLPAS,16,1,450,U,U,Y,Y,0.0,0.0,1.0,1.0
WSPSGYAPQ,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSPPYPQQL,16,5,1086,U,U,U,U,0.0,0.0,0.0,0.0
WSPLSWALQ,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSPHHGDPH,8,1,330,U,U,Y,Y,0.0,0.0,1.0,1.0
WSPYGAQWQ,9,1,231,U,U,Y,Y,0.0,0.0,1.0,1.0
WSPDSWQHQ,15,1,165,U,U,Y,Y,0.0,0.0,1.0,1.0
WSPDSAHWP,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSLQYWHSL,12,1,363,Y,Y,Y,Y,1.0,1.0,1.0,1.0
WSLWYHWPP,11,5,990,U,U,Y,Y,0.0,0.0,1.0,1.0
WSLAQHHGD,13,1,201,U,U,Y,Y,0.0,0.0,1.0,1.0
WSLAWLAYS,12,1,114,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSLAGLHHL,7,3,2310,U,U,Y,Y,0.0,0.0,1.0,1.0
WSLSQAYYS,11,1,588,Y,Y,Y,Y,1.0,1.0,1.0,1.0
WSLSWQDHH,9,0,0,,,,,,,,
WSLSSGGAG,7,2,633,U,U,Y,Y,0.0,0.0,1.0,1.0
WSLSLYSGP,14,5,1176,U,U,Y,Y,0.0,0.0,1.0,1.0
WSLPWQDYS,15,1,156,U,U,Y,Y,0.0,0.0,1.0,1.0
WSLPWDGDL,13,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
WSLPHHPPG,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSLPDLLHQ,11,1,510,U,U,Y,Y,0.0,0.0,1.0,1.0
WSLGLWSDG,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSLGLPDGQ,14,0,0,Y,U,Y,U,1.0,0.0,1.0,0.0
WSLGLLGGQ,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSLGLGWQG,16,1,144,,,,,,,,
WSLGLHALA,11,0,0,U,U,U,U,0.0,0.0,0.0,0.0
WSLGLHPWD,15,1,240,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSLGLHPLQ,9,4,471,U,U,U,U,0.0,0.0,0.0,0.0
WSLGLHDPY,7,4,189,U,U,Y,Y,0.0,0.0,1.0,1.0
WSLDWAGPQ,13,2,531,U,U,Y,Y,0.0,0.0,1.0,1.0
WSLDWPWPW,12,3,840,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSLDAALSA,12,1,60,U,U,Y,Y,0.0,0.0,1.0,1.0
WSLDHWAQY,16,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSGALYLPY,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSGAHHAGG,16,1,417,U,U,Y,Y,0.0,0.0,1.0,1.0
WSGSGDWGA,12,1,99,U,U,Y,Y,0.0,0.0,1.0,1.0
WSGLHYALD,14,0,0,,,,,,,,
WSGGSHDSW,8,2,339,U,U,Y,Y,0.0,0.0,1.0,1.0
WSGHLAAHG,9,3,753,U,U,Y,Y,0.0,0.0,1.0,1.0
WSGHHPDAP,15,1,90,U,U,Y,Y,0.0,0.0,1.0,1.0
WSGHYAGHD,16,2,1713,U,U,Y,Y,0.0,0.0,1.0,1.0
WSGYPYHQA,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSGYHPGGG,8,1,81,U,U,Y,Y,0.0,0.0,1.0,1.0
WSGDGYQPH,13,1,135,U,U,Y,Y,0.0,0.0,1.0,1.0
WSHQLAGLQ,14,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSHQYHAGY,7,2,609,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSHWLYWPS,13,1,420,U,U,Y,Y,0.0,0.0,1.0,1.0
WSHALYWGG,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSHAGPWWL,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSHAGGAYP,15,1,105,U,U,Y,Y,0.0,0.0,1.0,1.0
WSHPYGQSW,14,2,273,U,U,Y,Y,0.0,0.0,1.0,1.0
WSHLDSGHD,16,5,2520,U,U,Y,Y,0.0,0.0,1.0,1.0
WSHGSLDYS,10,1,168,U,U,Y,Y,0.0,0.0,1.0,1.0
WSHGPQHAY,14,1,60,U,U,Y,Y,0.0,0.0,1.0,1.0
WSHHGQLHL,13,1,291,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSHYYQYSH,7,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
WSHDWSLAW,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSYQWDQGA,10,5,864,U,U,U,U,0.0,0.0,0.0,0.0
WSYQSGYDA,14,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSYQGQPPH,8,1,390,U,U,Y,Y,0.0,0.0,1.0,1.0
WSYQGQPLP,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSYQHYDPP,16,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSYQYQLSG,16,1,129,U,U,Y,Y,0.0,0.0,1.0,1.0
WSYWQGQPA,14,0,0,U,U,U,U,0.0,0.0,0.0,0.0
WSYWWLGLP,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSYWPWYLY,8,5,1281,U,U,Y,Y,0.0,0.0,1.0,1.0
WSYWPGPSG,8,1,192,U,U,Y,Y,0.0,0.0,1.0,1.0
WSYAWHLSP,16,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
WSYALGLAP,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSYAGGDPL,8,1,132,U,U,Y,Y,0.0,0.0,1.0,1.0
WSYPQQDYW,9,2,300,U,U,Y,Y,0.0,0.0,1.0,1.0
WSYPYGHWH,8,1,96,U,U,Y,Y,0.0,0.0,1.0,1.0
WSYLLGWYY,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSYLDYQQY,10,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSYGWDLSW,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSYHAAAAY,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSYYSGGPY,8,5,675,U,U,Y,Y,0.0,0.0,1.0,1.0
WSYYDGDQH,11,1,411,,,,,,,,
WSYDPWAAP,11,1,39,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSDQWSADG,16,0,0,,,,,,,,
WSDQSWAPD,13,1,1800,,,,,,,,
WSDQLSWYL,8,3,222,U,U,Y,Y,0.0,0.0,1.0,1.0
WSDQGQDYA,16,1,390,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSDQDLDSD,13,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSDAWPGDG,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSDSLPQLP,16,3,1707,U,U,Y,Y,0.0,0.0,1.0,1.0
WSDSLPQGA,9,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSDSLPLSP,16,1,423,U,U,Y,Y,0.0,0.0,1.0,1.0
WSDSLLLWL,7,3,1254,U,U,Y,Y,0.0,0.0,1.0,1.0
WSDSHQAHP,14,3,1326,U,U,Y,Y,0.0,0.0,1.0,1.0
WSDSDWQGP,7,2,1020,U,U,Y,Y,0.0,0.0,1.0,1.0
WSDSDHHLG,7,3,171,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSDPDWAYG,12,1,69,U,U,Y,Y,0.0,0.0,1.0,1.0
WSDLWQPLH,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WSDGYYWWS,10,1,246,U,U,Y,Y,0.0,0.0,1.0,1.0
WSDGYYWSD,16,5,1272,U,U,Y,Y,0.0,0.0,1.0,1.0
WSDHSWLSS,11,2,180,U,U,Y,Y,0.0,0.0,1.0,1.0
WSDYAWAWD,14,3,477,U,U,Y,Y,0.0,0.0,1.0,1.0
WSDDGHAYL,10,6,1698,U,U,Y,Y,0.0,0.0,1.0,1.0
WSDDHQGHH,10,2,420,Y,U,Y,Y,1.0,0.0,1.0,1.0
WSDDYQYAL,11,1,336,U,U,Y,Y,0.0,0.0,1.0,1.0
WSDDDPSYY,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPQQYQSYS,7,1,417,U,U,Y,Y,0.0,0.0,1.0,1.0
WPQWQPSPQ,12,3,888,U,U,Y,Y,0.0,0.0,1.0,1.0
WPQSGHAQA,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPQSDQWDG,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPQLPHPLG,9,5,375,U,U,Y,Y,0.0,0.0,1.0,1.0
WPQGAAAYS,12,1,279,U,U,Y,Y,0.0,0.0,1.0,1.0
WPQHQHWYS,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPQYHAWWQ,7,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPQYYDWPY,12,1,126,,,,,,,,
WPWQAHWWQ,16,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPWQSAYYY,7,3,1038,,,,,,,,
WPWQPGHHW,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPWQPDHPA,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPWQPDHLD,16,2,777,U,U,Y,Y,0.0,0.0,1.0,1.0
WPWQLQPAH,9,1,99,U,U,Y,Y,0.0,0.0,1.0,1.0
WPWQLQPDA,15,2,1794,U,U,Y,Y,0.0,0.0,1.0,1.0
WPWQLQLPA,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPWQLPWQG,10,1,66,U,U,Y,Y,0.0,0.0,1.0,1.0
WPWAYPLHQ,14,2,261,U,U,Y,Y,0.0,0.0,1.0,1.0
WPWSQGQWD,9,4,2334,U,U,Y,U,0.0,0.0,1.0,0.0
WPWSPQSWL,16,4,2127,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPWGADYQY,10,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPWGLAYGH,12,0,0,,,,,,,,
WPWHYYGLS,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPWYQSGYP,12,4,1002,U,U,Y,Y,0.0,0.0,1.0,1.0
WPWYGSYGQ,9,0,0,,,,,,,,
WPWYHSYQA,16,3,1422,U,U,Y,Y,0.0,0.0,1.0,1.0
WPWYYYPSY,16,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPWYYYPSY,16,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPWDLALLG,8,2,708,U,U,Y,Y,0.0,0.0,1.0,1.0
WPAQLPSDP,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPAQLPYQY,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPAQLPYHS,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPAWWDYWH,16,4,1617,U,U,Y,Y,0.0,0.0,1.0,1.0
WPAAHWPWQ,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPAAHPWQD,7,1,186,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPAAYYWAL,10,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPASQQWYL,9,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPASASYDY,13,12,2100,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPASPQWSA,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPASDGSGL,7,2,570,U,U,U,U,0.0,0.0,0.0,0.0
WPALDWAGA,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPAYADYDP,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPAYSQWWG,9,2,2310,U,U,Y,Y,0.0,0.0,1.0,1.0
WPAYSAQQL,9,1,900,U,U,Y,Y,0.0,0.0,1.0,1.0
WPAYSAQGA,8,0,0,,,,,,,,
WPAYSASWQ,16,6,3669,U,U,Y,U,0.0,0.0,1.0,0.0
WPAYSAGQD,13,3,315,U,U,Y,Y,0.0,0.0,1.0,1.0
WPAYSADPY,16,9,978,U,U,Y,Y,0.0,0.0,1.0,1.0
WPAYSSSQQ,13,1,900,U,U,Y,U,0.0,0.0,1.0,0.0
WPAYSSYGA,12,3,963,U,U,U,U,0.0,0.0,0.0,0.0
WPAYSPQDA,9,4,435,U,U,Y,Y,0.0,0.0,1.0,1.0
WPAYSPWQQ,16,1,276,U,U,Y,Y,0.0,0.0,1.0,1.0
WPAYSPWPA,15,2,624,U,U,Y,Y,0.0,0.0,1.0,1.0
WPADWDLQL,16,2,786,U,U,Y,Y,0.0,0.0,1.0,1.0
WPSWALDGW,10,3,1887,U,U,Y,Y,0.0,0.0,1.0,1.0
WPSWDHGAA,7,2,204,U,U,Y,Y,0.0,0.0,1.0,1.0
WPSAGWWGA,10,1,39,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPSAYPAQG,8,2,195,U,U,Y,Y,0.0,0.0,1.0,1.0
WPSADWWLW,15,1,150,U,U,Y,Y,0.0,0.0,1.0,1.0
WPSSYGYYG,8,2,2046,U,U,Y,Y,0.0,0.0,1.0,1.0
WPSPLDWAW,8,2,642,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPSLADQWP,15,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPSLSWQSG,9,2,807,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPSLGGAAA,15,2,1344,U,U,Y,Y,0.0,0.0,1.0,1.0
WPSGQGAWY,16,0,0,U,U,U,U,0.0,0.0,0.0,0.0
WPSGAPSPP,10,9,2142,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPSGSQGDH,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPSGYAQGQ,11,3,687,U,U,Y,Y,0.0,0.0,1.0,1.0
WPSYPAGDY,16,1,300,U,U,Y,Y,0.0,0.0,1.0,1.0
WPSYLDLGD,16,3,1044,U,U,Y,Y,0.0,0.0,1.0,1.0
WPSDSDSLS,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPSDGLLSW,15,1,258,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPQADAGW,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPQSQHLG,7,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
WPPQLAYQQ,12,3,771,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPWYAALQ,7,1,210,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPWYASYS,14,1,60,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPWYSSGL,10,0,0,,,,,,,,
WPPWYPWHS,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPSGWSLD,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPSGGYWA,7,1,414,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPPPHLQPS,13,2,2655,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPPHLQPS,13,2,2655,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPPHHYPW,9,0,0,U,U,U,U,0.0,0.0,0.0,0.0
WPPPDSSQW,16,2,288,,,,,,,,
WPPGSYDHQ,16,3,324,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPGPPYSY,16,2,258,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPGLWHPA,10,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPPHAWDSS,7,2,192,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPHPDAHA,11,2,1149,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPHLAYYY,16,5,2991,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPHGGSYS,15,2,597,Y,Y,Y,Y,1.0,1.0,1.0,1.0
WPPYWSWSG,7,1,90,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPYGGGYY,16,1,102,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPPYYAAYD,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPDGYADP,14,3,147,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPLQGDQSL,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPLQDYQWY,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPLSLWHHW,7,0,0,U,U,U,U,0.0,0.0,0.0,0.0
WPLSLAYGQ,12,3,618,U,U,Y,Y,0.0,0.0,1.0,1.0
WPLPDYPQY,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPLLWDHQY,13,6,3945,U,U,Y,Y,0.0,0.0,1.0,1.0
WPLLPQPDY,14,3,294,U,U,Y,Y,0.0,0.0,1.0,1.0
WPLGSWPGW,16,6,1485,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPLGSLDQQ,16,0,0,,,,,,,,
