acctno,total_mailed,ytd_transactions_2009,ytd_sales_2009,zhomeent,zmobav,zcredit,zhitech,ZHOMEENT01,ZMOBAV01,ZCREDIT01,ZHITECH01
PGPDGSADH,10,3,603,U,U,Y,Y,0.0,0.0,1.0,1.0
PGLQALDPY,14,7,3702,U,U,Y,Y,0.0,0.0,1.0,1.0
PGLQYQAQY,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PGLSDLSDQ,14,4,597,U,U,Y,Y,0.0,0.0,1.0,1.0
PGLLWPAPY,9,7,1701,U,U,Y,Y,0.0,0.0,1.0,1.0
PGLLAWDAQ,14,2,480,Y,U,Y,Y,1.0,0.0,1.0,1.0
PGLLSLSGH,16,1,414,U,U,Y,Y,0.0,0.0,1.0,1.0
PGLHSQASA,16,1,573,U,U,Y,Y,0.0,0.0,1.0,1.0
PGLYQAQSW,10,1,660,U,U,Y,Y,0.0,0.0,1.0,1.0
PGLYLHYGQ,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PGLYDQHLP,13,4,1341,U,U,Y,Y,0.0,0.0,1.0,1.0
PGLDLPSGQ,7,1,48,U,U,Y,Y,0.0,0.0,1.0,1.0
PGGSQGLPL,11,1,237,U,U,Y,Y,0.0,0.0,1.0,1.0
PGGPLGWDW,14,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
PGGLHHDPH,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PGGYDYWDP,16,1,3042,U,U,Y,Y,0.0,0.0,1.0,1.0
PGGYDYGLH,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PGGDQDGGQ,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PGHAPWPLW,7,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
PGHAPAQYH,7,6,2727,U,U,Y,U,0.0,0.0,1.0,0.0
PGHAPLGDA,12,3,714,U,U,Y,Y,0.0,0.0,1.0,1.0
PGHAPDLDL,14,3,786,U,U,Y,Y,0.0,0.0,1.0,1.0
PGHAPDGPL,12,3,363,U,U,Y,Y,0.0,0.0,1.0,1.0
PGHALALWG,13,4,513,U,U,Y,Y,0.0,0.0,1.0,1.0
PGYWYWDWA,10,1,213,U,U,U,U,0.0,0.0,0.0,0.0
PGYYQAPHL,15,1,249,U,U,Y,Y,0.0,0.0,1.0,1.0
PGYYQALPW,13,2,309,U,U,Y,Y,0.0,0.0,1.0,1.0
PGYYQSWSL,11,2,378,U,U,Y,Y,0.0,0.0,1.0,1.0
PGYYQSWHG,15,3,1344,Y,U,Y,Y,1.0,0.0,1.0,1.0
PGYYQSLQH,11,1,156,U,U,Y,Y,0.0,0.0,1.0,1.0
PGYYQPWGG,10,2,402,Y,U,Y,Y,1.0,0.0,1.0,1.0
PGYYQHAGY,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PGYYQHSYS,11,2,324,U,U,Y,Y,0.0,0.0,1.0,1.0
PGYYQHPGG,8,1,204,U,U,Y,Y,0.0,0.0,1.0,1.0
PGYYQHHYD,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PGYYQDWLH,7,2,186,U,U,Y,Y,0.0,0.0,1.0,1.0
PGYYQDWDD,9,2,891,U,U,Y,Y,0.0,0.0,1.0,1.0
PGYYQDAAS,13,0,0,,,,,,,,
PGYYGAWGP,8,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
PGYYHAGQW,13,9,1017,U,U,Y,Y,0.0,0.0,1.0,1.0
PGDHQSQHY,11,5,996,U,U,Y,Y,0.0,0.0,1.0,1.0
PGDYYWPHY,12,0,0,,,,,,,,
PGDDLAGQQ,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PGDDLDGAW,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PGDDYQDLH,8,2,318,U,U,Y,Y,0.0,0.0,1.0,1.0
PHQQSSLWL,11,2,591,U,U,Y,Y,0.0,0.0,1.0,1.0
PHQQYAYWD,8,10,1884,U,U,Y,Y,0.0,0.0,1.0,1.0
PHQAYHAGD,15,4,1152,U,U,Y,Y,0.0,0.0,1.0,1.0
PHQSQDYDD,11,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
PHQSWHYQW,7,2,687,U,U,Y,Y,0.0,0.0,1.0,1.0
PHQPLDHGD,11,3,1329,U,U,U,U,0.0,0.0,0.0,0.0
PHQHPGPAW,7,1,375,Y,Y,Y,Y,1.0,1.0,1.0,1.0
PHQHPGYDA,16,1,207,U,U,U,U,0.0,0.0,0.0,0.0
PHQHPGDGH,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHQHPHWWP,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHQHPHGQW,12,9,8739,U,U,Y,Y,0.0,0.0,1.0,1.0
PHQHPHYWH,11,1,111,U,U,Y,Y,0.0,0.0,1.0,1.0
PHQHLYAHH,13,2,504,U,U,Y,Y,0.0,0.0,1.0,1.0
PHWWQLQSW,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHWWYGDYW,16,2,1650,U,U,Y,Y,0.0,0.0,1.0,1.0
PHWLYWWAP,16,1,291,U,U,Y,Y,0.0,0.0,1.0,1.0
PHWHASQDY,12,2,681,U,U,Y,Y,0.0,0.0,1.0,1.0
PHAQLQQHD,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHAQLGDPP,9,0,0,,,,,,,,
PHAASGSGS,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHAAPAQDY,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHAAYPWAP,8,2,198,U,U,Y,Y,0.0,0.0,1.0,1.0
PHASDQPSP,11,3,1773,U,U,Y,Y,0.0,0.0,1.0,1.0
PHAGDDLSH,12,2,90,U,U,Y,Y,0.0,0.0,1.0,1.0
PHAGDDYHL,9,1,114,U,U,Y,Y,0.0,0.0,1.0,1.0
PHAYPGWSY,10,6,2763,U,U,Y,Y,0.0,0.0,1.0,1.0
PHAYLLDYQ,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHADQWWPD,16,1,42,U,U,Y,Y,0.0,0.0,1.0,1.0
PHADQWWPD,16,1,42,U,U,Y,Y,0.0,0.0,1.0,1.0
PHADADWYW,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHSWLQQSL,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHSWLWYQW,9,2,177,,,,,,,,
PHSWGQLHQ,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHSPPQDHA,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHSPHQHSQ,8,2,159,Y,Y,Y,Y,1.0,1.0,1.0,1.0
PHSLWPYSP,7,1,210,U,U,Y,Y,0.0,0.0,1.0,1.0
PHSLYYWGY,16,1,441,U,U,Y,Y,0.0,0.0,1.0,1.0
PHSGLSYQG,13,4,534,,,,,,,,
PHSGDSPYD,10,3,714,U,U,Y,Y,0.0,0.0,1.0,1.0
PHSGDLAQS,7,1,33,U,U,Y,Y,0.0,0.0,1.0,1.0
PHSHQHWLG,12,3,336,U,U,Y,Y,0.0,0.0,1.0,1.0
PHSHQYSDP,8,4,1122,U,U,Y,Y,0.0,0.0,1.0,1.0
PHSHSYLPQ,14,1,450,U,U,Y,Y,0.0,0.0,1.0,1.0
PHSHPAYSW,13,2,831,U,U,Y,Y,0.0,0.0,1.0,1.0
PHSYPDQHS,12,2,972,Y,U,Y,Y,1.0,0.0,1.0,1.0
PHSYGSSPY,9,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
PHSDQPWPA,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHSDQPGQL,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHSDSPDYA,16,6,1329,U,U,Y,Y,0.0,0.0,1.0,1.0
PHSDGSWLL,7,1,99,U,U,Y,Y,0.0,0.0,1.0,1.0
PHSDGHASQ,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHSDYHSQS,13,1,516,U,U,Y,Y,0.0,0.0,1.0,1.0
PHPQQDDWH,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHPQPPPDA,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHPWYYPWP,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHPASLPSD,15,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
PHPALWQQG,9,2,216,Y,U,Y,Y,1.0,0.0,1.0,1.0
PHPAGYHSH,15,2,216,U,U,Y,Y,0.0,0.0,1.0,1.0
PHPAHAGAA,15,8,1971,,,,,,,,
PHPAYSDYS,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHPPSSDPS,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHPLGPDGQ,12,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
PHPLHWLGD,7,1,99,Y,Y,Y,Y,1.0,1.0,1.0,1.0
PHPGSQSYW,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHPGDGYWA,10,2,1260,U,U,Y,Y,0.0,0.0,1.0,1.0
PHPHQQGGS,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHPHWQDHH,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHPHWSWDL,9,0,0,,,,,,,,
PHPHPYLHW,12,1,585,,,,,,,,
PHPHLYQQQ,16,1,120,U,U,Y,Y,0.0,0.0,1.0,1.0
PHPHGDSDL,16,1,147,U,U,Y,Y,0.0,0.0,1.0,1.0
PHPYQGPQS,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHPYALDWG,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHPDWPYQW,10,3,459,U,U,Y,Y,0.0,0.0,1.0,1.0
PHPDADLPP,16,7,2049,,,,,,,,
PHPDHAHAG,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHLQPPSWD,16,2,117,U,U,Y,Y,0.0,0.0,1.0,1.0
PHLQYQAQG,12,6,1494,U,U,Y,Y,0.0,0.0,1.0,1.0
PHLQYQAWP,11,3,552,,,,,,,,
PHLQYSHGA,10,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
PHLQDHYAQ,11,2,1104,U,U,Y,Y,0.0,0.0,1.0,1.0
PHLAGGQHY,7,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
PHLPGAPQP,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHLPYDYAD,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHLPDSLQY,14,1,1197,Y,U,Y,Y,1.0,0.0,1.0,1.0
PHLLSQWAH,14,1,159,Y,U,Y,Y,1.0,0.0,1.0,1.0
PHLGPDPGS,12,1,60,U,U,Y,Y,0.0,0.0,1.0,1.0
PHLDQPSSQ,7,1,171,U,U,Y,Y,0.0,0.0,1.0,1.0
PHLDHWLDP,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHLDYSSDW,8,2,411,Y,U,Y,Y,1.0,0.0,1.0,1.0
PHGQDQYGL,10,1,129,U,U,Y,Y,0.0,0.0,1.0,1.0
PHGWASDLL,13,1,96,U,U,Y,Y,0.0,0.0,1.0,1.0
PHGWAYDSD,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHGAQQHWA,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHGPPLDLA,10,4,543,U,U,Y,Y,0.0,0.0,1.0,1.0
PHGLQHWDD,10,1,168,U,U,Y,Y,0.0,0.0,1.0,1.0
PHGHPHWPA,7,1,171,Y,U,Y,Y,1.0,0.0,1.0,1.0
PHGYQYPGP,7,2,267,U,U,Y,Y,0.0,0.0,1.0,1.0
PHHPWDYSA,14,7,2832,U,U,Y,Y,0.0,0.0,1.0,1.0
PHHLQWLGS,13,4,783,U,U,Y,Y,0.0,0.0,1.0,1.0
PHHLSLLYH,16,3,363,U,U,Y,Y,0.0,0.0,1.0,1.0
PHHLSLYGY,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHHLSHLGH,7,0,0,U,U,U,U,0.0,0.0,0.0,0.0
PHHLSHHQY,9,2,219,U,U,Y,Y,0.0,0.0,1.0,1.0
PHHLPWHGH,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHHDLWQHS,11,5,1245,U,U,Y,Y,0.0,0.0,1.0,1.0
PHHDLWAAA,7,1,855,U,U,Y,Y,0.0,0.0,1.0,1.0
PHYQHQGDW,13,1,429,,,,,,,,
PHYWGGGLL,10,1,825,U,U,Y,Y,0.0,0.0,1.0,1.0
PHYLSSLGL,12,1,330,U,U,Y,Y,0.0,0.0,1.0,1.0
PHYHLSYGG,16,1,174,U,U,Y,Y,0.0,0.0,1.0,1.0
PHYYWGAGH,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHYYPGYAH,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHDAPPDSW,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHDSQAYYH,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PHDSQPLSH,13,1,306,U,U,Y,Y,0.0,0.0,1.0,1.0
PHDPQPDPD,7,1,300,Y,U,Y,Y,1.0,0.0,1.0,1.0
PHDPAGDGH,7,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
PHDLSHHPY,12,5,1752,Y,U,Y,Y,1.0,0.0,1.0,1.0
PHDGYAWWP,16,1,120,U,U,Y,Y,0.0,0.0,1.0,1.0
PHDYLQGQP,8,1,195,U,U,Y,Y,0.0,0.0,1.0,1.0
PHDDQLGWP,9,1,162,,,,,,,,
PYQWWQQGS,13,4,2193,Y,U,Y,Y,1.0,0.0,1.0,1.0
PYQAQYWLG,8,5,1194,U,U,Y,Y,0.0,0.0,1.0,1.0
PYWQLSSSY,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYWQLPHPQ,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYWQLLHGA,7,2,156,U,U,Y,Y,0.0,0.0,1.0,1.0
PYWQLYQYD,7,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
PYWWSSQSW,13,1,132,U,U,Y,Y,0.0,0.0,1.0,1.0
PYWAWLPGL,10,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
PYWPWYGSQ,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYWPHPPAH,15,1,642,U,U,Y,Y,0.0,0.0,1.0,1.0
PYWLAAHSY,10,6,2121,U,U,Y,Y,0.0,0.0,1.0,1.0
PYWGYGPWY,13,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
PYWHWPWYG,7,1,159,U,U,Y,Y,0.0,0.0,1.0,1.0
PYWHDWSYA,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYAQWWDPH,9,1,120,U,U,Y,Y,0.0,0.0,1.0,1.0
PYAQDWLQW,15,4,954,U,U,Y,Y,0.0,0.0,1.0,1.0
PYAWLYPQD,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYAWGAAHY,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYASYDLPW,14,1,291,Y,Y,Y,Y,1.0,1.0,1.0,1.0
PYALLDHDG,7,1,126,,,,,,,,
PYAHLPLDL,16,1,348,,,,,,,,
PYAYLLQPG,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYADWYWGG,13,2,1386,U,U,Y,Y,0.0,0.0,1.0,1.0
PYSWAPPPA,15,5,4176,,,,,,,,
PYSWDYHPS,13,3,1218,U,U,Y,Y,0.0,0.0,1.0,1.0
PYSWDDHLY,11,1,81,U,U,Y,Y,0.0,0.0,1.0,1.0
PYSAQWSAS,7,1,69,U,U,Y,Y,0.0,0.0,1.0,1.0
PYSSSPQGG,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYSGPSWPP,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYSHPYQDW,16,5,3579,U,U,Y,Y,0.0,0.0,1.0,1.0
PYPQSWHLA,16,2,615,Y,U,Y,Y,1.0,0.0,1.0,1.0
PYPAYYLYP,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYPPPPWSY,12,0,0,U,U,U,U,0.0,0.0,0.0,0.0
PYPLYPPGW,15,6,1545,U,U,Y,Y,0.0,0.0,1.0,1.0
PYPHYDDYH,16,2,240,,,,,,,,
PYLAWAHPQ,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYLAWGPQA,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYLAWYWDA,8,1,66,U,U,Y,Y,0.0,0.0,1.0,1.0
PYLAGQPGH,8,2,723,U,U,Y,Y,0.0,0.0,1.0,1.0
PYLAYPPHL,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYLSGAHDA,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYLSGLGGA,16,2,546,Y,U,Y,Y,1.0,0.0,1.0,1.0
PYLPQQDQH,9,1,171,U,U,Y,Y,0.0,0.0,1.0,1.0
PYLPAQGQY,16,1,456,U,U,U,U,0.0,0.0,0.0,0.0
PYLGQYYPY,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYLGQYYHW,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYLDWGHWA,14,2,1572,U,U,Y,Y,0.0,0.0,1.0,1.0
PYGAPLWAD,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYGLLWSHH,13,0,0,,,,,,,,
PYGLHPSHD,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYGDDLAAY,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYHQYHLSY,10,1,360,U,U,Y,Y,0.0,0.0,1.0,1.0
PYHPLHYGS,15,3,1314,U,U,Y,Y,0.0,0.0,1.0,1.0
PYHGSHGLP,12,1,54,U,U,Y,Y,0.0,0.0,1.0,1.0
PYHYLPAAG,8,1,132,U,U,Y,Y,0.0,0.0,1.0,1.0
PYHDLPSWL,9,3,420,U,U,Y,Y,0.0,0.0,1.0,1.0
PYHDGWAQS,13,0,0,Y,U,U,Y,1.0,0.0,0.0,1.0
PYYQDAYHL,14,3,2571,U,U,Y,Y,0.0,0.0,1.0,1.0
PYYWWPQSP,16,2,249,U,U,Y,Y,0.0,0.0,1.0,1.0
PYYSAPGYA,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYYSAYYYW,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYYHWLDQL,9,3,747,U,U,Y,Y,0.0,0.0,1.0,1.0
PYYYHQHPA,16,1,1755,U,U,Y,Y,0.0,0.0,1.0,1.0
PYDWAWGSA,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PYDAWDYAP,14,1,204,U,U,Y,Y,0.0,0.0,1.0,1.0
PYDSALYSH,7,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
PYDPDDLWH,8,3,1347,U,U,Y,Y,0.0,0.0,1.0,1.0
PYDDLYHLW,8,2,291,U,U,Y,Y,0.0,0.0,1.0,1.0
PYDDGWWWQ,13,1,348,U,U,Y,Y,0.0,0.0,1.0,1.0
PYDDGWPYA,16,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
PYDDGLWSH,14,14,5679,U,U,Y,Y,0.0,0.0,1.0,1.0
PYDDGLGQY,11,1,36,U,U,Y,Y,0.0,0.0,1.0,1.0
PDQAAQAYA,15,3,768,U,U,Y,Y,0.0,0.0,1.0,1.0
PDQAGWWYH,13,2,1086,U,U,Y,Y,0.0,0.0,1.0,1.0
PDQAYSWYW,7,1,249,U,U,Y,Y,0.0,0.0,1.0,1.0
PDQSAQWLH,15,2,378,Y,Y,Y,Y,1.0,1.0,1.0,1.0
PDQLWGYQP,7,3,195,U,U,Y,Y,0.0,0.0,1.0,1.0
PDQLWGDSH,8,3,156,U,U,Y,Y,0.0,0.0,1.0,1.0
PDQGAHYGG,14,2,213,U,U,Y,Y,0.0,0.0,1.0,1.0
PDQGGDLAQ,7,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
PDQYSAQAD,8,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
PDQYSGYLL,10,0,0,U,U,U,U,0.0,0.0,0.0,0.0
PDWQQAGWP,11,1,558,U,U,Y,Y,0.0,0.0,1.0,1.0
PDWQYDSSQ,13,3,462,U,U,Y,Y,0.0,0.0,1.0,1.0
PDWWWQQYG,14,9,1047,U,U,Y,Y,0.0,0.0,1.0,1.0
PDWALPDYS,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDWPGSYPQ,15,1,180,U,U,Y,Y,0.0,0.0,1.0,1.0
PDWGSSGSA,12,1,171,U,U,Y,Y,0.0,0.0,1.0,1.0
PDWGPAGAL,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDWGGYLSD,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDWHAPGPH,13,1,1107,U,U,Y,Y,0.0,0.0,1.0,1.0
PDWHSSQAY,11,2,537,,,,,,,,
PDWDSYDHS,7,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
PDWDSDQPH,8,2,951,U,U,Y,Y,0.0,0.0,1.0,1.0
PDAQPYAYL,16,2,438,Y,U,Y,Y,1.0,0.0,1.0,1.0
PDAAASALQ,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDAADSSYG,9,4,1113,U,U,Y,Y,0.0,0.0,1.0,1.0
PDAADSLDA,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDAADSYPQ,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDALSHHSS,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDAGWQSAP,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDAGAQPAA,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDAHSPGPL,11,2,141,U,U,U,U,0.0,0.0,0.0,0.0
PDAYLGDGY,14,3,663,U,U,Y,Y,0.0,0.0,1.0,1.0
PDADPHGHG,7,1,60,U,U,Y,Y,0.0,0.0,1.0,1.0
PDSGWLDPA,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDPQWLDYL,13,4,960,U,U,Y,Y,0.0,0.0,1.0,1.0
PDPPDHAHP,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDPLQWGSY,11,5,2160,Y,U,Y,Y,1.0,0.0,1.0,1.0
PDPLQAAWP,9,2,150,Y,U,Y,Y,1.0,0.0,1.0,1.0
PDLQDWYAD,11,1,1257,U,U,Y,Y,0.0,0.0,1.0,1.0
PDLSSQAYP,9,1,33,U,U,Y,Y,0.0,0.0,1.0,1.0
PDLPPPLSW,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDLPGDDQQ,7,1,165,U,U,Y,Y,0.0,0.0,1.0,1.0
PDLLPWPWD,12,1,162,,,,,,,,
PDLLHHHGD,9,0,0,U,U,U,U,0.0,0.0,0.0,0.0
PDLGQDQQQ,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDLYDDGYP,16,5,882,,,,,,,,
PDLDWWLSD,13,3,483,,,,,,,,
PDLDWHQDY,15,1,420,U,U,Y,Y,0.0,0.0,1.0,1.0
PDLDAWHYL,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDLDSPPDD,15,2,204,U,U,Y,Y,0.0,0.0,1.0,1.0
PDGQSLDWG,8,6,1581,U,U,Y,Y,0.0,0.0,1.0,1.0
PDGAQLYQY,14,5,714,U,U,Y,Y,0.0,0.0,1.0,1.0
PDGSLAGQQ,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDGPLWDLG,7,0,0,,,,,,,,
PDGGAQQSQ,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDGGSAAGG,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDGHHHYWP,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDGYQPLGY,10,2,240,,,,,,,,
PDHQWWHAG,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDHAPGPAW,16,5,2007,U,U,Y,Y,0.0,0.0,1.0,1.0
PDHALSWSY,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDHPWGPDL,10,1,120,U,U,U,U,0.0,0.0,0.0,0.0
PDHPPPWWH,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDHLPDWDG,7,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
PDHYLDHHH,16,2,228,U,U,Y,Y,0.0,0.0,1.0,1.0
PDHYGQYPW,9,5,3375,U,U,Y,Y,0.0,0.0,1.0,1.0
PDHYGSDWQ,15,2,405,U,U,Y,Y,0.0,0.0,1.0,1.0
PDYQGSPLA,10,1,540,U,U,Y,Y,0.0,0.0,1.0,1.0
PDYAGQGAD,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDYPLGYPH,16,2,543,U,U,Y,Y,0.0,0.0,1.0,1.0
PDYLDWLSG,8,3,882,Y,Y,Y,Y,1.0,1.0,1.0,1.0
PDYGLDSSS,16,1,33,U,U,Y,Y,0.0,0.0,1.0,1.0
PDYYASDDG,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDDWLWPYY,11,2,468,Y,U,Y,Y,1.0,0.0,1.0,1.0
PDDSQWYDS,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDDSGQQWP,14,0,0,,,,,,,,
PDDLAGYWA,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
PDDLSDDQG,7,0,0,,,,,,,,
PDDGALGGS,10,3,843,U,U,Y,Y,0.0,0.0,1.0,1.0
PDDHGGPLD,14,2,114,Y,U,Y,U,1.0,0.0,1.0,0.0
PDDYWLQGG,12,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
PDDDDLDLD,7,1,213,U,U,Y,Y,0.0,0.0,1.0,1.0
LQQQQAAYA,14,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
LQQQGQYSL,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
LQQWHYLPG,11,1,147,Y,U,Y,Y,1.0,0.0,1.0,1.0
LQQPLWWYA,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
LQQLHSHAQ,12,1,1347,,,,,,,,
LQQGGGAPS,11,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
LQQYQYQGY,7,1,318,U,U,Y,U,0.0,0.0,1.0,0.0
LQQYWQDHS,15,1,285,U,U,Y,Y,0.0,0.0,1.0,1.0
LQQYLPHSA,14,1,300,Y,U,Y,Y,1.0,0.0,1.0,1.0
LQQDAGGQL,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
LQQDSWLQG,16,1,210,,,,,,,,
LQQDPSQYD,8,2,339,U,U,Y,Y,0.0,0.0,1.0,1.0
LQWWYLAWD,15,3,750,Y,U,Y,Y,1.0,0.0,1.0,1.0
LQWSPLPWH,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
LQWPWPYAL,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
LQWPHGLHG,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
LQWGDHQGP,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
LQWHQQWSA,9,3,1560,U,U,Y,Y,0.0,0.0,1.0,1.0
LQWHQYLWL,11,0,0,,,,,,,,
LQWYSLPHP,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
